DBN,School Name,Enrollment,Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Economic Need Index,Percent Overage / Undercredited,Percent in Temp Housing,Percent HRA Eligible,Teacher Percent - White,Nearby Student Distance (mi),Percentage of Students Enrolled in an AP Course,Percentage of Students Enrolled in an Advanced Math or Science Course,Percentage of Students Enrolled in a College Credited Course,Percentage of Students Enrolled in Any Advanced Course,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Percent of Students Chronically Absent,Teacher Attendance Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Metric Value - College Persistence,Rigorous Instruction - Element Score,Collaborative Teachers - Element Score,Supportive Environment - Element Score,Effective School Leadership - Element Score,Strong Family-Community Ties - Element Score,Trust - Element Score,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,zip code,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Median Household Income,Percent Households on SNAP/Food Stamps,dropout_rate,Graduation Rate,Student Percent - Black and Hispanic,Student Percent - Other,District,Borough,Percent College Ready based on SAT Math,Average Grade 8 Proficiency,CLEP_enrolled,IB_enrolled,NYCPS_college_prep_enrolled,Took_ACT
02M529,jacqueline kennedy onassis high school,247.0,0.595,0.405,0.0,0.061,0.211,0.807,0.069,0.154,0.704,0.35,6.5,0.842,0.599,0.061,0.887,4.1,0.8,0.562,0.97,0.0068000000000000005,0.596,0.385,2.31,3.57,3.33,3.6,3.81,3.8,0.75,0.96,0.15,10036.0,0.033,0.6709999999999999,0.36200000000000004,0.149,0.309,0.862,102287.0,0.11599999999999999,0.17,0.8355,0.871,0.129,02,Manhattan,0.106,2.79,0.0,0.0,0.0,0.0
02M531,repertory company high school for theatre arts,225.0,0.778,0.213,0.009,0.013,0.24,0.575,0.027,0.08,0.48,0.667,7.3,0.404,0.462,0.129,0.662,7.7,0.667,0.476,0.975,0.00722,0.941,0.579,3.42,3.46,3.05,3.46,3.88,3.59,0.5,0.89,0.25,10036.0,0.033,0.6709999999999999,0.36200000000000004,0.149,0.309,0.862,102287.0,0.11599999999999999,0.0,0.9824999999999999,0.76,0.226,02,Manhattan,0.254,3.21,0.0,0.0,0.0,0.0
02M533,union square academy for health sciences,456.0,0.711,0.289,0.0,0.057,0.143,0.835,0.013,0.088,0.772,0.382,6.2,0.522,0.349,0.029,0.596,11.2,0.765,0.207,0.96,0.00762,0.94,0.659,4.3,4.04,4.06,3.86,1.77,2.86,0.62,0.69,0.77,10003.0,0.027000000000000003,0.82,0.21899999999999997,0.067,0.193,0.94,152863.0,0.036000000000000004,0.0165,0.9390000000000001,0.778,0.206,02,Manhattan,0.109,2.96,0.0,0.0,0.0,0.0
02M534,harvest collegiate high school,394.0,0.53,0.47,0.0,0.058,0.239,0.735,0.03,0.112,0.67,0.395,5.5,0.254,0.528,0.003,0.772,10.7,0.842,0.557,0.929,0.00726,0.661,0.645,3.28,3.78,3.79,3.9,3.87,3.7,0.38,0.8,0.16,10011.0,0.019,0.789,0.198,0.099,0.203,0.9440000000000001,145934.0,0.05,0.02,0.896,0.774,0.185,02,Manhattan,0.167,2.785,0.0,0.0,1.0,1.0
02M542,manhattan bridges high school,458.0,0.454,0.546,0.0,0.382,0.105,0.922,0.037,0.205,0.808,0.242,6.4,0.424,0.258,0.002,0.515,4.7,0.849,0.309,0.959,0.007040000000000001,0.991,0.717,4.84,4.42,4.2,3.92,3.92,4.02,0.68,0.83,0.31,10019.0,0.016,0.768,0.335,0.131,0.331,0.9059999999999999,113335.0,0.095,0.0345,0.9524999999999999,0.998,0.0,02,Manhattan,0.248,2.575,0.0,0.0,0.0,0.0
02M543,new design high school,449.0,0.69,0.31,0.0,0.042,0.267,0.878,0.033,0.125,0.813,0.702,6.4,0.203,0.225,0.0,0.345,20.2,0.872,0.532,0.966,0.00686,0.271,0.38,3.77,3.58,3.93,3.93,2.89,3.79,0.62,0.8,0.23,10002.0,0.162,0.381,0.53,0.13,0.381,0.7609999999999999,43362.0,0.34,0.0625,0.9259999999999999,0.895,0.093,02,Manhattan,0.06,2.615,0.0,0.0,0.0,0.0
02M545,high school for dual language and asian studies,373.0,0.501,0.499,0.0,0.113,0.054,0.754,0.013,0.129,0.67,0.304,5.1,0.402,0.466,0.113,0.633,2.1,0.652,0.05,0.984,0.00759,1.0,0.869,3.39,2.29,3.73,3.26,3.442935982339956,3.45,0.99,0.35,0.11,10002.0,0.162,0.381,0.53,0.13,0.381,0.7609999999999999,43362.0,0.34,0.0,0.989,0.045,0.9470000000000001,02,Manhattan,0.94,3.67,0.0,0.0,0.0,1.0
02M546,academy for software engineering,412.0,0.16,0.84,0.0,0.07,0.245,0.83,0.041,0.153,0.76,0.5,6.4,0.473,0.313,0.0,0.629,6.0,0.813,0.517,0.947,0.00718,0.414,0.622,3.55,3.83,3.61,4.36,2.39,3.38,0.7,0.94,0.25,10003.0,0.027000000000000003,0.82,0.21899999999999997,0.067,0.193,0.94,152863.0,0.036000000000000004,0.03,0.937,0.765,0.21599999999999997,02,Manhattan,0.263,2.885,0.0,0.0,0.0,0.0
02M551,urban assembly new york harbor school,496.0,0.331,0.667,0.002,0.03,0.272,0.588,0.01,0.048,0.51,0.659,4.8,0.181,0.482,0.018,0.573,8.2,0.878,0.355,0.955,0.00792,0.657,0.492,2.3,2.66,3.83,3.75,3.77,3.49,0.75,0.86,0.31,10004.0,0.004,0.945,0.228,0.023,0.204,0.9940000000000001,232543.0,0.0,0.036,0.9365,0.617,0.336,02,Manhattan,0.296,2.925,0.0,0.0,0.0,0.0
02M580,richard r. green high school of teaching,325.0,0.625,0.375,0.0,0.031,0.163,0.681,0.034,0.095,0.603,0.727,5.8,0.366,0.308,0.0,0.452,6.1,0.909,0.353,0.963,0.00764,0.384,0.523,3.25,3.38,3.79,3.69,3.74,4.16,0.72,0.78,0.28,10004.0,0.004,0.945,0.228,0.023,0.204,0.9940000000000001,232543.0,0.0,0.0565,0.8915,0.646,0.32299999999999995,02,Manhattan,0.089,3.01,0.0,0.0,0.0,1.0
02M600,the high school of fashion industries,1606.0,0.875,0.125,0.0,0.035,0.193,0.776,0.015,0.118,0.7,0.589,7.3,0.148,0.282,0.022,0.395,13.1,0.777,0.372,0.96,0.0077800000000000005,0.876,0.578,3.88,4.35,3.84,3.82,3.41,3.79,0.81,0.93,0.18,10011.0,0.019,0.789,0.198,0.099,0.203,0.9440000000000001,145934.0,0.05,0.05325,0.9265,0.881,0.098,02,Manhattan,0.092,2.95,0.0,0.0,0.0,1.0
02M605,humanities preparatory academy,257.0,0.514,0.486,0.0,0.054,0.237,0.69,0.031,0.117,0.591,0.476,6.1,0.323,0.564,0.0,0.724,11.1,0.857,0.416,0.952,0.00799,0.404,0.533,4.08,4.87,3.92,4.22,3.57,4.17,0.5,0.91,0.13,10011.0,0.019,0.789,0.198,0.099,0.203,0.9440000000000001,145934.0,0.05,0.0,0.9535,0.681,0.28,02,Manhattan,0.193,3.04,0.0,0.0,0.0,0.0
02M615,chelsea career and technical education high school,422.0,0.313,0.687,0.0,0.047,0.27,0.806,0.019,0.097,0.737,0.441,7.0,0.344,0.424,0.128,0.63,6.1,0.941,0.454,0.959,0.00732,0.672,0.491,3.15,3.03,3.26,2.9,3.36,3.55,0.67,0.82,0.19,10013.0,0.059000000000000004,0.705,0.341,0.08199999999999999,0.31,0.892,150675.0,0.122,0.0055000000000000005,0.9530000000000001,0.811,0.182,02,Manhattan,0.088,2.705,0.0,0.0,0.0,0.0
02M630,art and design high school,1464.0,0.666,0.333,0.001,0.012,0.234,0.491,0.013,0.049,0.406,0.602,5.7,0.359,0.402,0.08,0.613,4.1,0.908,0.347,0.963,0.00818,0.96,0.581,3.12,3.15,3.2,3.4,3.67,3.3,0.64,0.83,0.39,10019.0,0.016,0.768,0.335,0.131,0.331,0.9059999999999999,113335.0,0.095,0.005,0.961,0.546,0.372,02,Manhattan,0.301,3.3,0.0,0.0,0.0,1.0
02M655,the high school for climate justice,310.0,0.482,0.518,0.0,0.084,0.242,0.901,0.074,0.2,0.832,0.556,1.6,0.406,0.181,0.0,0.442,8.2,0.889,0.646,0.95,0.0070599999999999994,0.701,0.39,2.39,3.94,2.84,4.21,3.06,3.9,0.82,1.0,0.21,10128.0,0.021,0.768,0.29600000000000004,0.122,0.239,0.935,137253.0,0.063,0.133,0.878,0.781,0.142,02,Manhattan,0.045,2.4850000000000003,0.0,0.0,0.0,0.0
03M291,west end secondary school,394.0,0.53,0.47,0.0,0.02,0.201,0.293,0.01,0.043,0.211,0.686,1.7,0.987,0.17,0.0,0.987,8.2,0.804,0.257,0.96,0.008440000000000001,0.978,0.4853171247357294,4.72,3.2,3.91,2.26,3.84,3.11,0.63,0.92,0.45,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.9440000000000001,151468.0,0.046,0.0,1.0,0.323,0.637,03,Manhattan,0.494,3.365,0.0,0.0,0.0,1.0
03M299,the maxine greene hs for imaginative inquiry,110.0,0.418,0.582,0.0,0.155,0.318,0.912,0.136,0.182,0.845,0.429,4.8,0.182,0.236,0.0,0.373,18.2,0.929,0.748,0.954,0.0068200000000000005,0.725,0.283,2.34,3.41,3.0,3.56,4.07,2.72,0.48,0.71,0.07,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.9440000000000001,151468.0,0.046,0.1625,0.827,0.9359999999999999,0.054,03,Manhattan,0.025,2.435,0.0,0.0,0.0,0.0
03M307,"urban assembly school for media studies, the",319.0,0.505,0.495,0.0,0.063,0.197,0.816,0.047,0.176,0.74,0.567,5.7,0.978,0.348,0.0,0.978,14.7,0.733,0.691,0.959,0.005849999999999999,0.902,0.449,3.76,4.18,3.35,3.76,4.1,3.72,0.79,1.0,0.21,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.9440000000000001,151468.0,0.046,0.045,0.9279999999999999,0.9339999999999999,0.059,03,Manhattan,0.056,2.615,0.0,0.0,0.0,0.0
03M402,the urban assembly school for green careers,307.0,0.417,0.583,0.0,0.107,0.235,0.888,0.039,0.124,0.824,0.69,4.4,0.0,0.368,0.081,0.397,4.1,0.552,0.649,0.97,0.006790000000000001,0.488,0.413,3.94,3.31,3.09,3.1,1.79,2.28,0.89,0.54,0.87,10024.0,0.025,0.828,0.248,0.09,0.215,0.9470000000000001,166994.0,0.037000000000000005,0.045,0.9305,0.945,0.055999999999999994,03,Manhattan,0.062,2.66,0.0,0.0,0.0,0.0
03M403,the global learning collaborative,405.0,0.546,0.452,0.002,0.111,0.205,0.876,0.052,0.185,0.817,0.559,4.0,0.459,0.393,0.02,0.635,11.1,0.941,0.625,0.966,0.00643,0.404,0.42,3.25,4.31,3.62,3.97,3.04,4.02,0.6,0.92,0.5,10024.0,0.025,0.828,0.248,0.09,0.215,0.9470000000000001,166994.0,0.037000000000000005,0.0315,0.891,0.913,0.07100000000000001,03,Manhattan,0.096,2.6550000000000002,0.0,0.0,0.0,0.0
03M415,wadleigh secondary school for the performing & visual arts,297.0,0.734,0.266,0.0,0.037,0.199,0.853,0.027,0.175,0.798,0.368,2.7,0.542,0.226,0.195,0.603,0.4,0.816,0.459,0.966,0.00685,0.937,0.478,2.23,3.3,2.88,3.2,2.52,2.94,0.74,0.76,0.18,10026.0,0.05,0.498,0.341,0.102,0.266,0.888,68831.0,0.12300000000000001,0.0,1.0,0.9430000000000001,0.047,03,Manhattan,0.042,2.675,0.0,0.0,0.0,0.0
03M417,frank mccourt high school,421.0,0.572,0.428,0.0,0.029,0.23,0.539,0.005,0.055,0.463,0.581,2.5,0.292,0.656,0.033,0.66,13.2,0.774,0.334,0.971,0.007440000000000001,0.967,0.728,3.56,4.09,3.37,3.51,3.26,3.33,0.92,1.0,0.5,10024.0,0.025,0.828,0.248,0.09,0.215,0.9470000000000001,166994.0,0.037000000000000005,0.012,0.9735,0.5820000000000001,0.39,03,Manhattan,0.239,3.19,0.0,0.0,0.0,1.0
03M479,beacon high school,1456.0,0.64,0.36,0.0,0.005,0.208,0.453,0.002,0.034,0.377,0.651,5.5,0.188,0.554,0.016,0.688,0.1,0.872,0.191,0.961,0.00877,0.725,0.889,3.52,2.69,3.7,2.91,2.43,2.29,0.57,0.88,0.23,10036.0,0.033,0.6709999999999999,0.36200000000000004,0.149,0.309,0.862,102287.0,0.11599999999999999,0.0,0.986,0.423,0.518,03,Manhattan,0.718,3.705,0.0,0.0,1.0,1.0
03M485,fiorello h. laguardia high school of music & art and performing arts,2378.0,0.725,0.274,0.001,0.007,0.046,0.334,0.006,0.022,0.249,0.631,6.9,0.425,0.508,0.0,0.734,0.1,0.92,0.23,0.958,0.00857,0.991,0.79,4.27,3.17,3.5770989010989007,3.39,3.442935982339956,3.45,0.02,0.43,0.11,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.9440000000000001,151468.0,0.046,0.0025,0.9915,0.294,0.653,03,Manhattan,0.675,3.8200000000000003,0.0,0.0,0.0,1.0
03M492,"high school for law, advocacy and community justice",441.0,0.667,0.331,0.002,0.093,0.177,0.845,0.063,0.147,0.782,0.484,5.9,0.231,0.483,0.007,0.546,2.1,0.839,0.657,0.925,0.007850000000000001,0.837,0.439,3.62,3.34,2.76,2.59,3.18,1.66,0.42,0.9,0.08,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.9440000000000001,151468.0,0.046,0.0475,0.8654999999999999,0.893,0.096,03,Manhattan,0.056,2.675,0.0,0.0,0.0,0.0
03M494,high school of arts and technology,445.0,0.467,0.53,0.002,0.072,0.256,0.883,0.061,0.13,0.813,0.444,5.1,0.422,0.312,0.043,0.611,0.2,0.778,0.569,0.959,0.00664,0.917,0.313,1.88,1.92,2.85,1.95,3.55,2.84,0.44,0.8,0.66,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.9440000000000001,151468.0,0.046,0.10550000000000001,0.8565,0.9460000000000001,0.045,03,Manhattan,0.064,2.545,0.0,0.0,0.0,0.0
03M541,manhattan / hunter science high school,476.0,0.592,0.408,0.0,0.006,0.181,0.639,0.013,0.042,0.55,0.481,5.9,0.739,0.555,0.303,0.918,10.1,0.704,0.139,0.96,0.00859,0.938,0.917,4.32,3.0,4.21,3.76,3.08,3.39,0.8,0.86,0.42,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.9440000000000001,151468.0,0.046,0.0,0.9864999999999999,0.523,0.46,03,Manhattan,0.867,3.675,0.0,0.0,0.0,1.0
03M610,young women's leadership school,308.0,1.0,0.0,0.0,0.029,0.218,0.832,0.003,0.065,0.75,0.486,1.6,0.419,0.549,0.0,0.679,5.1,0.743,0.423,0.95,0.008100000000000001,0.614,0.797,3.86,4.23,3.51,3.97,2.89,3.44,0.8,0.97,0.52,10025.0,0.046,0.6729999999999999,0.373,0.10800000000000001,0.242,0.907,106916.0,0.102,0.0,0.9875,0.861,0.129,03,Manhattan,0.177,3.195,1.0,0.0,0.0,0.0
03M859,special music school,170.0,0.506,0.494,0.0,0.018,0.171,0.324,0.006,0.006,0.224,0.565,4.3,0.441,0.482,0.0,0.824,13.5,0.739,0.224,0.986,0.008579999999999999,1.0,0.862,4.97,4.55,4.43,4.45,4.2,3.97,0.84,0.81,0.6,10023.0,0.008,0.8320000000000001,0.276,0.087,0.254,0.9440000000000001,151468.0,0.046,0.0,1.0,0.312,0.571,03,Manhattan,0.667,3.865,0.0,0.0,0.0,1.0
03M860,frederick douglass academy ii secondary school,251.0,0.458,0.542,0.0,0.131,0.303,0.912,0.076,0.199,0.857,0.316,0.9,0.295,0.574,0.0,0.685,13.2,0.579,0.32,0.971,0.00524,0.799,0.302,2.87,3.18,3.95,3.36,2.95,2.57,0.65,0.61,0.2,10026.0,0.05,0.498,0.341,0.102,0.266,0.888,68831.0,0.12300000000000001,0.0545,0.901,0.9329999999999999,0.06,03,Manhattan,0.03,2.365,0.0,0.0,0.0,0.0
04M372,esperanza preparatory academy,329.0,0.441,0.559,0.0,0.374,0.246,0.0,0.049,0.258,0.833,0.179,0.5,0.164,0.283,0.0,0.383,7.2,0.679,0.332,0.962,0.006829999999999999,0.418,0.341,3.35,3.53,3.47,3.54,2.62,3.02,0.92,0.79,0.4,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,35640.0,0.29600000000000004,0.08199999999999999,0.923,0.927,0.033,04,Manhattan,0.0,2.31,0.0,0.0,0.0,0.0
04M435,manhattan center for science and mathematics,1648.0,0.504,0.495,0.001,0.061,0.175,0.736,0.019,0.092,0.657,0.416,4.0,0.6,0.538,0.0,0.818,1.0,0.753,0.16,0.983,0.008409999999999999,0.968,0.696,4.94,4.93,4.49,4.86,3.18,4.52,0.75,0.98,0.79,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,35640.0,0.29600000000000004,0.008,0.9844999999999999,0.647,0.33999999999999997,04,Manhattan,0.654,3.415,0.0,0.0,0.0,1.0
04M495,park east high school,385.0,0.517,0.483,0.0,0.026,0.242,0.759,0.034,0.106,0.662,0.639,3.0,0.275,0.408,0.0,0.587,2.2,0.889,0.278,0.964,0.00782,0.928,0.674,4.02,4.29,4.11,3.93,3.89,3.95,0.85,0.95,0.47,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,35640.0,0.29600000000000004,0.011000000000000001,1.0,0.862,0.13,04,Manhattan,0.268,3.12,1.0,0.0,1.0,0.0
04M555,central park east high school,503.0,0.592,0.404,0.004,0.02,0.217,0.755,0.016,0.101,0.684,0.676,4.3,0.565,0.455,0.083,0.793,0.2,0.853,0.079,0.966,0.00818,0.941,0.854,4.77,4.43,4.34,3.81,3.72,4.04,0.96,0.86,0.48,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,35640.0,0.29600000000000004,0.0,0.996,0.754,0.237,04,Manhattan,0.551,3.33,1.0,0.0,0.0,0.0
04M680,"heritage school, the",319.0,0.426,0.574,0.0,0.056,0.266,0.898,0.063,0.16,0.84,0.682,0.9,0.188,0.354,0.0,0.398,11.8,0.546,0.373,0.98,0.007070000000000001,0.401,0.397,2.25,3.55,3.54,3.51,3.8,2.99,0.89,1.0,0.7,10029.0,0.142,0.332,0.516,0.156,0.257,0.7709999999999999,35640.0,0.29600000000000004,0.0665,0.7905,0.928,0.063,04,Manhattan,0.014,2.435,0.0,0.0,0.0,0.0
05M148,eagle academy for young men of harlem,157.0,0.0,1.0,0.0,0.089,0.369,0.864,0.038,0.172,0.771,0.192,1.4,0.076,0.134,0.146,0.268,1.1,0.769,0.59,0.961,0.00663,0.788,0.404,3.27,3.49,3.74,3.94,2.13,2.97,0.69,0.74,0.34,10030.0,0.105,0.35100000000000003,0.37200000000000005,0.153,0.256,0.863,47765.0,0.316,0.092,0.8360000000000001,0.9169999999999999,0.049999999999999996,05,Manhattan,0.077,2.27,0.0,0.0,0.0,0.0
05M157,the urban assembly school for global commerce,152.0,0.487,0.513,0.0,0.086,0.375,0.915,0.125,0.237,0.849,0.333,0.9,0.217,0.441,0.0,0.513,6.1,0.714,0.673,0.974,0.00735,0.07,0.254,2.61,3.15,3.75,3.73,3.77,3.64,0.84,1.0,0.92,10035.0,0.11599999999999999,0.29600000000000004,0.43,0.18899999999999997,0.21,0.711,36989.0,0.255,0.174,0.7475,0.98,0.02,05,Manhattan,0.0,2.245,0.0,0.0,0.0,0.0
05M304,mott hall high school,193.0,0.497,0.503,0.0,0.155,0.275,0.906,0.083,0.192,0.839,0.353,1.4,0.358,0.321,0.0,0.451,2.2,0.706,0.681,0.942,0.00741,0.25,0.156,2.7,3.56,3.13,3.57,3.04,3.59,0.62,0.88,0.31,10030.0,0.105,0.35100000000000003,0.37200000000000005,0.153,0.256,0.863,47765.0,0.316,0.1,0.8674999999999999,0.917,0.07300000000000001,05,Manhattan,0.037,2.5300000000000002,0.0,0.0,0.0,0.0
05M362,columbia secondary school,401.0,0.483,0.518,0.0,0.005,0.224,0.518,0.01,0.072,0.406,0.638,1.8,0.399,0.556,0.01,0.643,0.5,0.809,0.122,0.962,0.008579999999999999,0.925,0.787,4.71,3.47,3.5770989010989007,3.81,3.05,2.46,0.1,0.46,0.19,10027.0,0.054000000000000006,0.509,0.375,0.10099999999999999,0.253,0.848,63125.0,0.165,0.0,0.9944999999999999,0.601,0.366,05,Manhattan,0.731,3.7350000000000003,0.0,0.0,0.0,1.0
05M369,urban assembly school for the performing arts,267.0,0.734,0.262,0.004,0.049,0.3,0.899,0.049,0.213,0.839,0.333,1.6,0.506,0.506,0.723,0.738,0.7,0.833,0.731,0.961,0.0064800000000000005,0.771,0.34,3.09,2.6,2.71,2.6,2.51,2.13,0.72,0.96,0.03,10027.0,0.054000000000000006,0.509,0.375,0.10099999999999999,0.253,0.848,63125.0,0.165,0.062,0.8214999999999999,0.9550000000000001,0.033,05,Manhattan,0.014,2.395,0.0,0.0,0.0,0.0
05M499,frederick douglass academy,642.0,0.394,0.606,0.0,0.073,0.201,0.863,0.044,0.143,0.779,0.227,1.6,0.157,0.243,0.128,0.372,6.1,0.879,0.546,0.943,0.00663,0.679,0.513,2.22,2.82,2.58,2.52,1.58,3.05,0.74,0.46,0.3,10039.0,0.10099999999999999,0.294,0.385,0.151,0.231,0.841,51904.0,0.304,0.08375,0.8315,0.939,0.049,05,Manhattan,0.086,2.615,0.0,0.0,0.0,0.0
05M670,thurgood marshall academy for learning and social change,321.0,0.43,0.57,0.0,0.028,0.268,0.878,0.044,0.131,0.81,0.261,0.9,0.072,0.47,0.118,0.551,1.5,0.87,0.312,0.946,0.00678,0.867,0.468,3.14,4.07,3.96,3.62,2.77,3.24,0.63,0.61,0.28,10030.0,0.105,0.35100000000000003,0.37200000000000005,0.153,0.256,0.863,47765.0,0.316,0.031,0.8945000000000001,0.916,0.07999999999999999,05,Manhattan,0.08,2.4850000000000003,0.0,0.0,0.0,0.0
05M692,"high school for mathematics, science and engineering at city college",555.0,0.351,0.649,0.0,0.0,0.076,0.39,0.004,0.023,0.31,0.581,4.4,0.991,0.65,0.393,0.995,1.2,0.936,0.122,0.961,0.00927,1.0,0.806,4.69,4.11,4.39,4.03,3.42,4.11,0.75,1.0,0.31,10031.0,0.12300000000000001,0.402,0.5479999999999999,0.11900000000000001,0.369,0.89,64807.0,0.264,0.0,1.0,0.272,0.6499999999999999,05,Manhattan,0.923,4.135,0.0,0.0,0.0,1.0
06M211,inwood early college for health and information technologies,398.0,0.432,0.568,0.0,0.156,0.251,0.884,0.038,0.176,0.829,0.459,1.3,0.093,0.327,0.143,0.45,9.2,0.811,0.441,0.945,0.00638,0.505,0.596,2.63,2.6,3.52,3.29,4.25,3.72,0.46,0.8,0.19,10034.0,0.122,0.40299999999999997,0.6829999999999999,0.159,0.39299999999999996,0.866,65109.0,0.325,0.0385,0.8979999999999999,0.9770000000000001,0.016,06,Manhattan,0.052,2.62,0.0,0.0,0.0,0.0
06M293,city college academy of the arts,340.0,0.538,0.462,0.0,0.065,0.194,0.863,0.006,0.103,0.791,0.5,0.6,0.135,0.579,0.579,0.809,18.2,0.8,0.334,0.967,0.006999999999999999,0.917,0.742,3.22,3.19,3.5,2.91,3.67,3.73,0.87,0.4,0.3,10040.0,0.13,0.37200000000000005,0.731,0.134,0.486,0.889,59115.0,0.287,0.009,0.9704999999999999,0.965,0.036000000000000004,06,Manhattan,0.298,3.01,0.0,0.0,0.0,0.0
06M346,community health academy of the heights,363.0,0.488,0.512,0.0,0.154,0.204,0.913,0.025,0.127,0.84,0.4,0.4,0.322,0.457,0.0,0.636,3.5,0.9,0.463,0.963,0.00773,0.852,0.433,3.77,4.66,4.16,4.5,4.82,4.51,0.74,0.92,0.79,10032.0,0.17,0.369,0.6559999999999999,0.192,0.457,0.836,56752.0,0.29,0.016,0.8995,0.967,0.031,06,Manhattan,0.148,2.89,0.0,0.0,0.0,0.0
06M348,washington heights expeditionary learning school,453.0,0.453,0.547,0.0,0.17,0.249,0.893,0.013,0.11,0.832,0.432,0.5,0.662,0.342,0.13,0.684,0.5,0.778,0.606,0.978,0.00639,0.582,0.561,4.57,3.76,3.88,3.96,3.91,3.98,0.67,0.67,0.23,10033.0,0.138,0.389,0.6779999999999999,0.138,0.428,0.893,77209.0,0.29,0.0645,0.9390000000000001,0.9560000000000001,0.013,06,Manhattan,0.175,2.655,0.0,0.0,0.0,0.0
06M462,the college academy,329.0,0.429,0.571,0.0,0.422,0.274,0.933,0.061,0.258,0.805,0.214,1.0,0.264,0.474,0.085,0.578,7.1,0.714,0.519,0.955,0.0058200000000000005,0.679,0.467,3.7,4.01,3.6,4.52,4.13,3.84,0.79,0.73,0.72,10040.0,0.13,0.37200000000000005,0.731,0.134,0.486,0.889,59115.0,0.287,0.028499999999999998,0.917,0.969,0.027,06,Manhattan,0.012,2.4699999999999998,0.0,0.0,0.0,0.0
06M463,high school for media and communications,326.0,0.485,0.515,0.0,0.328,0.215,0.947,0.071,0.353,0.776,0.179,1.2,0.472,0.276,0.0,0.681,1.8,0.75,0.524,0.959,0.00625,0.47,0.191,2.9,3.66,3.32,3.55,4.1,3.97,0.61,0.83,0.89,10040.0,0.13,0.37200000000000005,0.731,0.134,0.486,0.889,59115.0,0.287,0.0,0.902,0.969,0.024,06,Manhattan,0.024,2.51,0.0,0.0,0.0,0.0
06M467,high school for law and public service,360.0,0.561,0.439,0.0,0.367,0.214,0.945,0.094,0.244,0.828,0.395,1.5,0.206,0.178,0.0,0.328,3.6,0.526,0.584,0.971,0.005699999999999999,0.384,0.271,2.82,2.83,2.88,3.03,4.13,3.45,0.48,0.74,0.89,10040.0,0.13,0.37200000000000005,0.731,0.134,0.486,0.889,59115.0,0.287,0.08149999999999999,0.7475,0.959,0.039,06,Manhattan,0.027,2.505,0.0,0.0,0.0,0.0
06M468,high school for health careers and sciences,370.0,0.532,0.468,0.0,0.316,0.254,0.932,0.097,0.189,0.841,0.379,1.3,0.246,0.47,0.0,0.53,10.6,0.862,0.427,0.943,0.0064800000000000005,0.288,0.367,3.56,3.46,3.58,3.92,4.35,3.8,0.98,1.0,0.93,10040.0,0.13,0.37200000000000005,0.731,0.134,0.486,0.889,59115.0,0.287,0.1305,0.794,0.946,0.049,06,Manhattan,0.026,2.35,0.0,0.0,0.0,0.0
06M540,a. philip randolph campus high school,1266.0,0.508,0.492,0.0,0.145,0.185,0.874,0.055,0.164,0.8,0.313,2.3,0.136,0.6,0.0,0.641,11.8,0.904,0.469,0.958,0.006979999999999999,0.493,0.469,2.66,3.39,3.03,3.34,2.17,2.77,0.33,0.77,0.18,10031.0,0.12300000000000001,0.402,0.5479999999999999,0.11900000000000001,0.369,0.89,64807.0,0.264,0.092,0.8265,0.935,0.059000000000000004,06,Manhattan,0.128,2.6550000000000002,0.0,0.0,0.0,0.0
06M552,gregorio luperon high school for science and mathematics,576.0,0.441,0.556,0.003,0.774,0.08,0.0,0.063,0.384,0.747,0.43055437100213223,1.2,0.276,0.467,0.0,0.561,6.9,0.816,0.31,0.969,0.005829999999999999,0.873,0.357,3.72,3.62,4.08,4.03,4.32,4.1,0.81,0.88,0.83,10032.0,0.17,0.369,0.6559999999999999,0.192,0.457,0.836,56752.0,0.29,0.024000000000000004,0.98,0.958,0.0,06,Manhattan,0.0,2.1500000000000004,0.0,0.0,0.0,0.0
07X221,south bronx preparatory: a college board school,381.0,0.53,0.47,0.0,0.034,0.26,0.924,0.021,0.163,0.861,0.431,0.5,0.171,0.213,0.089,0.323,16.2,0.804,0.303,0.953,0.00755,0.612,0.444,4.32,4.31,3.98,4.17,2.7,3.5,0.92,0.81,0.56,10454.0,0.201,0.11599999999999999,0.632,0.213,0.282,0.736,26400.0,0.52,0.0,0.983,0.979,0.019,07,Bronx,0.079,2.54,0.0,0.0,0.0,0.0
